"DEPARTURES_SCHEDULED","DEPARTURES_PERFORMED","PAYLOAD","SEATS","PASSENGERS","FREIGHT","MAIL","DISTANCE","RAMP_TO_RAMP","AIR_TIME","UNIQUE_CARRIER_NAME","CARRIER","ORIGIN","DEST","AIRCRAFT_GROUP","AIRCRAFT_TYPE","AIRCRAFT_CONFIG","YEAR","QUARTER","MONTH","DISTANCE_GROUP","CLASS",
0.00,1.00,6500.00,0.00,0.00,3100.00,0.00,60.00,30.00,24.00,"Frontier Flying Service","2F","AIN","ATK",4,"487",2,2017,2,5,1,"G",
0.00,5.00,32500.00,0.00,0.00,0.00,0.00,86.00,156.00,126.00,"Frontier Flying Service","2F","AIN","BRW",4,"487",2,2017,2,5,1,"G",
0.00,1.00,6500.00,0.00,0.00,0.00,0.00,249.00,84.00,78.00,"Frontier Flying Service","2F","AKP","BRW",4,"487",2,2017,2,5,1,"G",
0.00,2.00,13000.00,0.00,0.00,0.00,0.00,254.00,168.00,156.00,"Frontier Flying Service","2F","AKP","FAI",4,"487",2,2017,2,5,1,"G",
0.00,1.00,6500.00,0.00,0.00,2288.00,0.00,465.00,156.00,150.00,"Frontier Flying Service","2F","ATK","FAI",4,"487",2,2017,2,5,1,"G",
0.00,1.00,6500.00,0.00,0.00,0.00,4075.00,95.00,42.00,36.00,"Frontier Flying Service","2F","BET","CYF",4,"487",2,2017,2,5,1,"G",
0.00,1.00,6500.00,0.00,0.00,0.00,0.00,522.00,174.00,168.00,"Frontier Flying Service","2F","BET","FAI",4,"487",2,2017,2,5,2,"G",
0.00,1.00,6500.00,0.00,0.00,0.00,5749.00,115.00,54.00,48.00,"Frontier Flying Service","2F","BET","GNU",4,"487",2,2017,2,5,1,"G",
0.00,1.00,6500.00,0.00,0.00,0.00,4888.00,153.00,60.00,54.00,"Frontier Flying Service","2F","BET","HPB",4,"487",2,2017,2,5,1,"G",
0.00,1.00,6500.00,0.00,0.00,0.00,4932.00,71.00,36.00,30.00,"Frontier Flying Service","2F","BET","KWN",4,"487",2,2017,2,5,1,"G",
0.00,1.00,6500.00,0.00,0.00,0.00,5014.00,42.00,24.00,18.00,"Frontier Flying Service","2F","BET","WTL",4,"487",2,2017,2,5,1,"G",
0.00,8.00,52000.00,0.00,0.00,13628.00,21449.00,86.00,324.00,282.00,"Frontier Flying Service","2F","BRW","AIN",4,"487",2,2017,2,5,1,"G",
0.00,1.00,6500.00,0.00,0.00,614.00,0.00,151.00,24.00,18.00,"Frontier Flying Service","2F","BRW","NUI",4,"487",2,2017,2,5,1,"G",
0.00,2.00,13000.00,0.00,0.00,3982.00,3143.00,180.00,144.00,132.00,"Frontier Flying Service","2F","BRW","PIZ",4,"487",2,2017,2,5,1,"G",
0.00,4.00,26000.00,0.00,0.00,653.00,0.00,204.00,150.00,126.00,"Frontier Flying Service","2F","BRW","SCC",4,"487",2,2017,2,5,1,"G",
0.00,1.00,6500.00,0.00,0.00,0.00,0.00,384.00,138.00,132.00,"Frontier Flying Service","2F","BTI","FAI",4,"487",2,2017,2,5,1,"G",
0.00,9.00,58500.00,0.00,0.00,19.00,0.00,113.00,414.00,360.00,"Frontier Flying Service","2F","BTI","SCC",4,"487",2,2017,2,5,1,"G",
0.00,1.00,6500.00,0.00,0.00,0.00,2944.00,39.00,24.00,18.00,"Frontier Flying Service","2F","CYF","OOK",4,"487",2,2017,2,5,1,"G",
0.00,4.00,26000.00,0.00,0.00,11126.00,3851.00,254.00,360.00,318.00,"Frontier Flying Service","2F","FAI","AKP",4,"487",2,2017,2,5,1,"G",
0.00,1.00,6500.00,0.00,0.00,2382.00,358.00,143.00,54.00,42.00,"Frontier Flying Service","2F","FAI","FYU",4,"487",2,2017,2,5,1,"G",
0.00,2.00,13000.00,0.00,0.00,1977.00,7066.00,268.00,192.00,174.00,"Frontier Flying Service","2F","FAI","GAL",4,"487",2,2017,2,5,1,"G",
0.00,1.00,6500.00,0.00,0.00,0.00,158.00,264.00,84.00,78.00,"Frontier Flying Service","2F","FYU","SCC",4,"487",2,2017,2,5,1,"G",
0.00,1.00,6500.00,0.00,0.00,185.00,2882.00,69.00,30.00,24.00,"Frontier Flying Service","2F","GAL","HSL",4,"487",2,2017,2,5,1,"G",
0.00,1.00,6500.00,0.00,0.00,534.00,7.00,25.00,18.00,12.00,"Frontier Flying Service","2F","GAL","KYU",4,"487",2,2017,2,5,1,"G",
0.00,1.00,6500.00,0.00,0.00,0.00,0.00,115.00,48.00,42.00,"Frontier Flying Service","2F","GNU","BET",4,"487",2,2017,2,5,1,"G",
0.00,1.00,6500.00,0.00,0.00,0.00,713.00,18.00,18.00,12.00,"Frontier Flying Service","2F","HPB","VAK",4,"487",2,2017,2,5,1,"G",
0.00,1.00,6500.00,0.00,0.00,0.00,415.00,254.00,84.00,78.00,"Frontier Flying Service","2F","HSL","FAI",4,"487",2,2017,2,5,1,"G",
0.00,1.00,6500.00,0.00,0.00,8.00,82.00,326.00,108.00,102.00,"Frontier Flying Service","2F","KAL","FAI",4,"487",2,2017,2,5,1,"G",
0.00,1.00,6500.00,0.00,0.00,0.00,0.00,71.00,36.00,30.00,"Frontier Flying Service","2F","KWN","BET",4,"487",2,2017,2,5,1,"G",
0.00,1.00,6500.00,0.00,0.00,422.00,1564.00,49.00,24.00,18.00,"Frontier Flying Service","2F","KYU","KAL",4,"487",2,2017,2,5,1,"G",
0.00,1.00,6500.00,0.00,0.00,2466.00,0.00,151.00,66.00,60.00,"Frontier Flying Service","2F","NUI","BRW",4,"487",2,2017,2,5,1,"G",
0.00,1.00,6500.00,0.00,0.00,0.00,0.00,112.00,48.00,42.00,"Frontier Flying Service","2F","OOK","BET",4,"487",2,2017,2,5,1,"G",
0.00,1.00,6500.00,0.00,0.00,0.00,0.00,180.00,66.00,60.00,"Frontier Flying Service","2F","PIZ","BRW",4,"487",2,2017,2,5,1,"G",
0.00,10.00,65000.00,0.00,0.00,35815.00,8510.00,113.00,504.00,426.00,"Frontier Flying Service","2F","SCC","BTI",4,"487",2,2017,2,5,1,"G",
0.00,5.00,32500.00,0.00,0.00,7459.00,16984.00,60.00,150.00,114.00,"Frontier Flying Service","2F","SCC","NUI",4,"487",2,2017,2,5,1,"G",
0.00,1.00,6500.00,0.00,0.00,0.00,0.00,136.00,54.00,48.00,"Frontier Flying Service","2F","VAK","BET",4,"487",2,2017,2,5,1,"G",
0.00,1.00,6500.00,0.00,0.00,0.00,0.00,42.00,24.00,18.00,"Frontier Flying Service","2F","WTL","BET",4,"487",2,2017,2,5,1,"G",
0.00,1.00,1200.00,6.00,0.00,0.00,0.00,37.00,20.00,16.00,"Pacific Airways, Inc.","3F","CGA","EDA",0,"040",4,2017,2,5,1,"F",
0.00,6.00,7200.00,36.00,11.00,30.00,0.00,20.00,112.00,101.00,"Pacific Airways, Inc.","3F","CGA","HYL",0,"040",4,2017,2,5,1,"F",
0.00,3.00,3600.00,18.00,2.00,345.00,0.00,28.00,65.00,58.00,"Pacific Airways, Inc.","3F","CGA","KTB",0,"040",4,2017,2,5,1,"F",
0.00,1.00,1200.00,6.00,2.00,37.00,0.00,30.00,25.00,22.00,"Pacific Airways, Inc.","3F","CGA","KXA",0,"040",4,2017,2,5,1,"F",
